Pathway	GeneID	Symbol	Description	Drought_W24_log2FC	Drought_W24_padj	Drought_W8_log2FC	Drought_W8_padj	W24_vs_W8_Drought_log2FC	W24_vs_W8_Drought_padj	W24_vs_W8_Control_log2FC	W24_vs_W8_Control_padj
ROS_Scavenging	HORVU4Hr1G011690	HORVU4Hr1G011690	Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A287N7Z7]	-0.4399	0.760475	0.6546	0.748751	-1.6724	0.455569	-0.5778	0.63477
ROS_Scavenging	HORVU4Hr1G011730	HORVU4Hr1G011730		-0.0247	0.964046	-0.0614	0.936227	0.1038	0.853143	0.0671	0.58482
Cytokinin	HORVU4Hr1G011760	HORVU4Hr1G011760		0	NA	5.5385	0.748751	-5.5385	0.593048	0	NA
ROS_Scavenging	HORVU4Hr1G011770	HORVU4Hr1G011770	RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:F2DGZ9]	-0.3463	0.478827	0.0224	0.975385	-0.0842	0.848691	0.2844	0.316059
TCA_Cycle	HORVU4Hr1G011850	HORVU4Hr1G011850		0.0437	0.892329	0.1661	0.748751	-0.1558	0.606531	-0.0334	0.715856
ABA	HORVU4Hr1G011880	HORVU4Hr1G011880		-0.297	0.680043	0.2488	0.748751	-0.3494	0.562616	0.1964	0.708464
Cysteine	HORVU4Hr1G011900	HORVU4Hr1G011900	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DF43]	0.5076	0.753996	2.2794	0.748751	2.4965	0.488381	4.2683	0.248973
ROS_Scavenging	HORVU4Hr1G011910	HORVU4Hr1G011910	RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:A0A287N8D8]	-0.0127	0.96839	0.087	0.900286	-0.0662	0.879987	0.0336	0.854345
Inositol	HORVU4Hr1G011940	HORVU4Hr1G011940		0.0297	0.879587	0.147	0.805295	0.0382	0.917151	0.1555	0.30373
Cytokinin	HORVU4Hr1G012000	HORVU4Hr1G012000		-0.2246	0.812193	1.3046	0.748751	-0.3506	0.684219	1.1787	0.410128
Cytokinin	HORVU4Hr1G012010	HORVU4Hr1G012010		0.3015	0.785513	0.6573	0.748751	-0.3046	0.720597	0.0512	0.963041
Transcription	HORVU4Hr1G012030	HORVU4Hr1G012030	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DH04]	0	NA	-0.9092	0.840551	-1.1191	0.606531	-2.0283	0.58482
Transcription	HORVU4Hr1G012120	HORVU4Hr1G012120		-0.6889	0.670681	0.7831	0.748751	0.2558	0.774969	1.7278	0.340669
Cytokinin	HORVU4Hr1G012220	HORVU4Hr1G012220		-0.1732	0.70612	-0.5511	0.748751	0.7467	0.417629	0.3687	0.155508
Purine	HORVU4Hr1G012240	HORVU4Hr1G012240	HINT3 [Source:Projected from Arabidopsis thaliana (AT5G48545) UniProtKB/TrEMBL;Acc:A0A178UAY8]	-0.305	0.429013	-0.2529	0.748751	-0.1186	0.521078	-0.0664	0.657691
ROS_Scavenging	HORVU4Hr1G012330	HORVU4Hr1G012330	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DYA5]	-0.0666	0.897654	1.2731	0.748751	-0.574	0.516942	0.7657	0.482382
RNA_Processing	HORVU4Hr1G012340	HORVU4Hr1G012340		-0.503	0.625557	-0.5761	0.748751	0.4471	0.400802	0.374	0.580938
Jasmonate_JA	HORVU4Hr1G012390	HORVU4Hr1G012390		0	NA	1.8926	0.748751	-1.8926	0.606531	0	NA
Vitamin_B2_Riboflavin	HORVU4Hr1G012400	HORVU4Hr1G012400	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CU95]	-0.3293	0.583343	0.0412	0.914679	-0.8185	0.299409	-0.4479	0.22961
Protein_Kinase_Signalling	HORVU4Hr1G012420	HORVU4Hr1G012420		0.6085	0.670681	1.3428	0.748751	1.4834	0.486458	2.2177	0.109404
Cytokinin	HORVU4Hr1G012460	HORVU4Hr1G012460		0.0716	0.670681	-0.0532	0.934378	-0.1734	0.678164	-0.2982	0.128669
Lignin	HORVU4Hr1G012470	HORVU4Hr1G012470		-0.1129	0.856704	-0.395	0.748751	-0.0765	0.876884	-0.3586	0.530652
Protein_Kinase_Signalling	HORVU4Hr1G012480	HORVU4Hr1G012480		-0.5985	0.65517	-0.9413	0.748751	1.5719	0.470714	1.229	0.302069
ROS_Scavenging	HORVU4Hr1G012500	HORVU4Hr1G012500		0.0057	0.983783	-0.1307	0.808809	0.1893	0.474067	0.0529	0.870261
Methionine	HORVU4Hr1G012540	HORVU4Hr1G012540		-1.3089	0.670681	0	NA	0	NA	1.3089	0.58482
Methionine	HORVU4Hr1G012550	HORVU4Hr1G012550		0	NA	-2.3238	0.748751	0	NA	-2.3238	0.58482
Photosynthesis	HORVU4Hr1G012560	HORVU4Hr1G012560	Thioredoxin-like protein CITRX, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G06730) UniProtKB/Swiss-Prot;Acc:Q9M7X9]	0.0706	0.871255	-0.0959	0.850254	0.1577	0.62282	-0.0087	0.981282
Flavonoid	HORVU4Hr1G012580	HORVU4Hr1G012580		-0.9856	0.64272	0.821	0.748751	-0.728	0.606531	1.0787	0.492185
IAA	HORVU4Hr1G012630	HORVU4Hr1G012630		-0.3041	0.338408	-0.2598	0.748751	-0.2034	0.460029	-0.1591	0.656223
ROS_Scavenging	HORVU4Hr1G012650	HORVU4Hr1G012650		-0.2535	0.519307	0.0451	0.934735	-0.2525	0.49419	0.0461	0.872181
IAA	HORVU4Hr1G012660	HORVU4Hr1G012660		-1.186	0.598369	0.8313	0.800334	0.3869	0.779385	2.4042	0.355056
IAA	HORVU4Hr1G012680	HORVU4Hr1G012680		1.5747	0.595544	0	NA	1.5747	0.508292	0	NA
Purine	HORVU4Hr1G012750	HORVU4Hr1G012750	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2E0R8]	-1.1088	0.481422	-0.8138	0.748751	-0.4416	0.431177	-0.1467	0.751652
Cytokinin	HORVU4Hr1G012760	HORVU4Hr1G012760		1.4158	0.670681	1.915	0.748751	-0.4992	0.725053	0	NA
Cytokinin	HORVU4Hr1G013030	HORVU4Hr1G013030	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2E9E8]	-0.132	0.593875	0.1667	0.748751	0.1215	0.53943	0.4202	0.166618
Cytokinin	HORVU4Hr1G013150	HORVU4Hr1G013150		-0.5959	0.692614	-1.4183	0.748751	-1.7551	0.458028	-2.5775	0.346096
Serine	HORVU4Hr1G013170	HORVU4Hr1G013170	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CTD9]	-0.4911	0.557985	-0.7334	0.748751	0.9602	0.327889	0.7179	0.286475
ROS_Scavenging	HORVU4Hr1G013180	HORVU4Hr1G013180		-1.2816	0.350106	-1.7082	0.748751	0.9941	0.24783	0.5674	0.228585
Cytokinin	HORVU4Hr1G013190	HORVU4Hr1G013190		0.8446	0.487541	-0.4951	0.80122	0.2781	0.741476	-1.0616	0.493398
Gibberellin_GA3	HORVU4Hr1G013210	HORVU4Hr1G013210		2.5798	0.611939	1.8933	0.748751	-2.3912	0.482673	-3.0777	0.573841
ABA	HORVU4Hr1G013330	HORVU4Hr1G013330	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DUQ6]	-0.6475	0.478821	0.7223	0.748751	-1.2322	0.49707	0.1376	0.58482
ROS_Scavenging	HORVU4Hr1G013370	HORVU4Hr1G013370		-0.301	0.670681	-0.0657	0.850819	-0.2922	0.586388	-0.0568	0.868742
Cytokinin	HORVU4Hr1G013380	HORVU4Hr1G013380	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DS18]	-0.3857	0.670681	-0.6486	0.748751	0.6669	0.519632	0.4041	0.43229
Ethylene	HORVU4Hr1G013410	HORVU4Hr1G013410		-1.3932	0.434376	-1.3301	0.748751	1.1082	0.444733	1.1713	0.323707
Ubiquitin_Proteasome	HORVU4Hr1G013420	HORVU4Hr1G013420		0.1363	0.851625	-0.3804	0.748751	0.8518	0.470722	0.3352	0.429428
Transcription	HORVU4Hr1G013460	HORVU4Hr1G013460	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DAZ8]	-0.4398	0.670681	1.9564	0.748751	-3.4371	0.419498	-1.0409	0.436968
Serine	HORVU4Hr1G013480	HORVU4Hr1G013480		0	NA	1.3424	0.748751	-1.3424	0.606531	0	NA
Serine	HORVU4Hr1G013520	HORVU4Hr1G013520		-0.2468	0.794074	0.6356	0.748751	-0.9566	0.273046	-0.0742	0.909097
Translation	HORVU4Hr1G013530	HORVU4Hr1G013530		0.4202	0.589865	0.0873	0.834004	0.5879	0.422959	0.2551	0.57482
Protein_Kinase_Signalling	HORVU4Hr1G013540	HORVU4Hr1G013540	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DII1]	0.1956	0.612611	0.1221	0.88067	0.1029	0.657629	0.0294	0.954836
Serine	HORVU4Hr1G013550	HORVU4Hr1G013550		0.0464	0.910231	-0.3407	0.748751	0.3456	0.473282	-0.0415	0.863073
Serine	HORVU4Hr1G013560	HORVU4Hr1G013560		-0.4383	0.680362	-1.0969	0.758939	0.4172	0.839226	-0.2414	0.860837
Serine	HORVU4Hr1G013580	HORVU4Hr1G013580		0.2277	0.589865	0.2031	0.825485	-0.9277	0.458028	-0.9524	0.148955
Translation	HORVU4Hr1G013590	HORVU4Hr1G013590		0.5814	0.672583	-3.5494	0.748751	4.8938	0.296911	0.7631	0.730929
Starch	HORVU4Hr1G013610	HORVU4Hr1G013610		-0.0313	0.875954	-0.2432	0.748751	-0.258	0.295183	-0.4698	0.279843
tRNA_Aminoacylation	HORVU4Hr1G013640	HORVU4Hr1G013640		0.2011	0.778304	0.2052	0.795445	-0.9972	0.414609	-0.9931	0.193442
Omega3_Fatty_Acid	HORVU4Hr1G013680	HORVU4Hr1G013680	DNA polymerase kappa [Source:Projected from Arabidopsis thaliana (AT1G49980) UniProtKB/Swiss-Prot;Acc:Q6JDV7]	-0.4957	0.350106	-0.6229	0.748751	1.2128	0.274213	1.0857	0.1379
Protein_Kinase_Signalling	HORVU4Hr1G013700	HORVU4Hr1G013700		-0.8845	0.670681	0.9562	0.748751	-0.9562	0.606531	0.8845	0.58482
Lignin	HORVU4Hr1G013720	HORVU4Hr1G013720		-0.5689	0.350106	-0.5585	0.748751	0.2076	0.43318	0.218	0.58482
ABA	HORVU4Hr1G013740	HORVU4Hr1G013740		-0.9061	0.609193	0.0555	0.982803	-0.0683	0.963658	0.8932	0.48413
Cytokinin	HORVU4Hr1G013760	HORVU4Hr1G013760		-0.6651	0.570043	-0.6661	0.748751	0.7942	0.54837	0.7932	0.171467
Ethylene	HORVU4Hr1G013780	HORVU4Hr1G013780	Transcription termination factor MTERF15, mitochondrial [Source:Projected from Arabidopsis thaliana (AT1G74120) UniProtKB/Swiss-Prot;Acc:Q9C6A1]	0.0265	0.972096	0.2068	0.748751	-0.2122	0.674906	-0.0319	0.909231
Histidine	HORVU4Hr1G013960	HORVU4Hr1G013960		-0.0899	0.592642	-0.1149	0.750011	0.0942	0.486697	0.0692	0.72662
Glycine	HORVU4Hr1G013990	HORVU4Hr1G013990		0.4614	0.670681	0.1652	0.748751	0.2094	0.746736	-0.0867	0.763471
Photosynthesis	HORVU4Hr1G014010	HORVU4Hr1G014010	Photosynthetic NDH subunit of subcomplex B 1, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G15980) UniProtKB/Swiss-Prot;Acc:Q9S9N6]	-0.0068	0.98311	-0.2945	0.748751	0.1581	0.635261	-0.1295	0.540259
Cytokinin	HORVU4Hr1G014070	HORVU4Hr1G014070		0.0072	0.994611	0.246	0.748751	0.3121	0.757277	0.5509	0.304656
ABA	HORVU4Hr1G014080	HORVU4Hr1G014080		0.478	0.768736	-0.6875	0.748751	1.5111	0.541681	0.3457	0.625815
ABA	HORVU4Hr1G014110	HORVU4Hr1G014110	Endonuclease III homolog [Source:UniProtKB/TrEMBL;Acc:A0A287NB13]	-0.0055	0.992055	0.3763	0.748751	-0.1017	0.789566	0.2801	0.456419
Cytokinin	HORVU4Hr1G014120	HORVU4Hr1G014120	Similar to ClpC [Source: Projected from Oryza sativa (Os11g0267400)]	0.5595	0.767214	0.3164	0.748751	0.4042	0.745083	0.1611	0.900138
Translation	HORVU4Hr1G014130	HORVU4Hr1G014130	40S ribosomal protein S27 [Source:UniProtKB/TrEMBL;Acc:F2EFD1]	0.2787	0.670681	0.3027	0.748751	-0.7549	0.37645	-0.7309	0.192266
RNA_Processing	HORVU4Hr1G014140	HORVU4Hr1G014140		-0.5734	0.845492	1.1541	0.748751	0.1192	0.942115	1.8467	0.58482
ROS_Scavenging	HORVU4Hr1G014150	HORVU4Hr1G014150		-0.7343	0.742099	-0.0988	0.976532	0.7575	0.616445	1.3929	0.577008
Inositol	HORVU4Hr1G014220	HORVU4Hr1G014220		0.5606	0.670681	-0.7872	0.748751	0.2644	0.792652	-1.0834	0.467821
Transcription	HORVU4Hr1G014290	HORVU4Hr1G014290		-2.5098	0.622834	-0.2474	0.918517	-3.1335	0.499628	-0.8711	0.58482
Cytokinin	HORVU4Hr1G014310	HORVU4Hr1G014310		-0.6078	0.403466	0.0033	0.994973	-0.4177	0.34508	0.1934	0.58482
Cytokinin	HORVU4Hr1G014370	HORVU4Hr1G014370		-0.0625	0.973905	0.0966	0.975534	-0.4731	0.825692	-0.314	0.783253
ROS_Scavenging	HORVU4Hr1G014460	HORVU4Hr1G014460		-0.9335	0.670681	0	NA	0	NA	0.9335	0.58482
Cytokinin	HORVU4Hr1G014480	HORVU4Hr1G014480		-0.7395	0.670681	-1.2789	0.748751	2.9696	0.521078	2.4301	0.261766
Photosynthesis	HORVU4Hr1G014490	HORVU4Hr1G014490	F-box protein SKIP16 [Source:Projected from Arabidopsis thaliana (AT1G06110) UniProtKB/Swiss-Prot;Acc:Q9LND7]	-0.2412	0.589865	-0.144	0.748751	0.2127	0.552324	0.3098	0.345661
Cellulose	HORVU4Hr1G014530	HORVU4Hr1G014530	COBRA-like protein [Source:UniProtKB/TrEMBL;Acc:M0WJW7]	-0.4287	0.604682	0.4983	0.797898	-0.4695	0.69652	0.4575	0.418179
Cytokinin	HORVU4Hr1G014540	HORVU4Hr1G014540		-0.0135	0.963653	-0.0063	0.991987	-0.0795	0.830736	-0.0723	0.715699
Cytokinin	HORVU4Hr1G014600	HORVU4Hr1G014600		-0.2304	0.645989	-0.2686	0.792782	0.4307	0.589899	0.3924	0.155282
Cytokinin	HORVU4Hr1G014630	HORVU4Hr1G014630	F-box/LRR-repeat protein 12 [Source:Projected from Arabidopsis thaliana (AT3G07550) UniProtKB/Swiss-Prot;Acc:Q9SRR1]	-0.3097	0.600555	0.5074	0.748751	-0.9361	0.390638	-0.119	0.479559
Transcription	HORVU4Hr1G014660	HORVU4Hr1G014660		-0.3513	0.488685	-0.2975	0.748751	0.4318	0.351972	0.4856	0.227277
Jasmonate_JA	HORVU4Hr1G014670	HORVU4Hr1G014670	Shewanella-like protein phosphatase 2 [Source:Projected from Arabidopsis thaliana (AT1G18480) UniProtKB/Swiss-Prot;Acc:Q944L7]	0.097	0.97128	1.3362	0.748751	-2.1747	0.454081	-0.9355	0.412203
Serine	HORVU4Hr1G014690	HORVU4Hr1G014690		0	NA	1.5703	0.748751	-2.0183	0.515055	-0.4481	0.58482
Cytokinin	HORVU4Hr1G014720	HORVU4Hr1G014720		0.0063	0.985381	0.3452	0.749068	-1.2263	0.386292	-0.8874	0.431673
ROS_Scavenging	HORVU4Hr1G014730	HORVU4Hr1G014730		-0.3177	0.618903	-0.352	0.748751	0.0083	0.983578	-0.0261	0.947447
ROS_Scavenging	HORVU4Hr1G014750	HORVU4Hr1G014750		-0.6381	0.377018	-0.3174	0.748751	0.0254	0.948259	0.3461	0.420124
Protein_Kinase_Signalling	HORVU4Hr1G014760	HORVU4Hr1G014760	Predicted protein; Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:M0VFV2]	-0.2245	0.670681	0.1099	0.918279	-0.2415	0.727929	0.0929	0.760025
IAA	HORVU4Hr1G014900	HORVU4Hr1G014900	Similar to Auxin-inducible protein [Source: Projected from Oryza sativa (Os11g0247000)]	-0.8295	0.350106	-0.575	0.748751	0.2337	0.606531	0.4882	0.155316
Cytokinin	HORVU4Hr1G014910	HORVU4Hr1G014910		0.8823	0.374427	-0.0659	0.896943	0.4959	0.320843	-0.4524	0.351778
Ethylene	HORVU4Hr1G014960	HORVU4Hr1G014960		-0.1158	0.670681	0.1033	0.748751	-0.0845	0.558294	0.1346	0.554866
Ubiquitin_Proteasome	HORVU4Hr1G014970	HORVU4Hr1G014970		-0.5758	0.497076	0.0565	0.939853	-0.4308	0.508292	0.2015	0.586705
Protein_Kinase_Signalling	HORVU4Hr1G014990	HORVU4Hr1G014990		-0.4122	0.693989	1.1366	0.748751	-1.2743	0.426607	0.2745	0.765739
Ubiquitin_Proteasome	HORVU4Hr1G015000	HORVU4Hr1G015000		-0.7671	0.411674	-0.556	0.748751	0.5955	0.533598	0.8066	0.147855
Cytokinin	HORVU4Hr1G015020	HORVU4Hr1G015020		-1.1047	0.757666	-2.2882	0.748751	0.8014	0.606531	-0.3821	0.857925
Cytokinin	HORVU4Hr1G015040	HORVU4Hr1G015040		-0.7831	0.501374	0.0542	0.968475	-0.1221	0.901125	0.7152	0.188952
Inositol	HORVU4Hr1G015050	HORVU4Hr1G015050		-0.7493	0.602639	-0.2694	0.748751	-0.5205	0.581684	-0.0407	0.946632
ROS_Scavenging	HORVU4Hr1G015060	HORVU4Hr1G015060	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2D8M2]	-0.7646	0.377018	-0.3579	0.748751	0.045	0.8059	0.4516	0.182868
ABA	HORVU4Hr1G015070	HORVU4Hr1G015070	DNA-(apurinic or apyrimidinic site) lyase [Source:UniProtKB/TrEMBL;Acc:A0A287NC84]	-0.0847	0.907133	-0.2478	0.748751	-0.3971	0.424753	-0.5602	0.353665
ROS_Scavenging	HORVU4Hr1G015110	HORVU4Hr1G015110		-0.3146	0.658145	0.6668	0.748751	-0.1727	0.722673	0.8087	0.139969
Protein_Kinase_Signalling	HORVU4Hr1G015180	HORVU4Hr1G015180		-0.3718	0.60141	-0.0863	0.937968	-0.4309	0.430722	-0.1454	0.824547
Gibberellin_GA3	HORVU4Hr1G015250	HORVU4Hr1G015250		-0.107	0.926137	-0.2749	0.748751	-0.0131	0.988905	-0.1811	0.725179
Chlorophyll	HORVU4Hr1G015260	HORVU4Hr1G015260	Chlorophyll a-b binding protein, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A287NCD4]	0.4266	0.596537	0.1293	0.873224	0.6845	0.430336	0.3872	0.424732
Lignin	HORVU4Hr1G015310	HORVU4Hr1G015310		1.268	0.643805	1.2456	0.748751	-0.4932	0.743954	-0.5156	0.517369
Nitrogen_Assimilation	HORVU4Hr1G015330	HORVU4Hr1G015330		0.3332	0.577512	-0.1956	0.748751	-0.1671	0.597046	-0.696	0.13732
Terpenoid	HORVU4Hr1G015340	HORVU4Hr1G015340		-2.1929	0.670681	0.1185	0.935503	-5.1361	0.393979	-2.8246	0.20777
ABA	HORVU4Hr1G015370	HORVU4Hr1G015370		1.2855	0.670681	-3.1532	0.748751	1.2855	0.606531	-3.1532	0.433354
ROS_Scavenging	HORVU4Hr1G015450	HORVU4Hr1G015450		0.1795	0.57925	-0.1692	0.748751	0.3475	0.364175	-0.0012	0.995281
Purine	HORVU4Hr1G015470	HORVU4Hr1G015470		0.4232	0.670681	-0.7534	0.748751	-0.2221	0.63481	-1.3986	0.146804
ROS_Scavenging	HORVU4Hr1G015490	HORVU4Hr1G015490		-0.5287	0.670681	-0.2713	0.757865	-0.0028	0.998292	0.2546	0.339519
Cytokinin	HORVU4Hr1G015530	HORVU4Hr1G015530	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2EG61]	0.0713	0.737441	0.1037	0.748751	-0.0387	0.81807	-0.0063	0.93937
ROS_Scavenging	HORVU4Hr1G015550	HORVU4Hr1G015550	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2D2D5]	0.6077	0.411017	-0.0379	0.869493	-0.0756	0.735745	-0.7212	0.133648
ROS_Scavenging	HORVU4Hr1G015560	HORVU4Hr1G015560		2.5284	0.589865	1.9481	0.748751	0.5804	0.720772	0	NA
Starch	HORVU4Hr1G015570	HORVU4Hr1G015570	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CYS4]	0.6488	0.431334	0.1429	0.806756	0.4695	0.406312	-0.0364	0.92518
Starch	HORVU4Hr1G015580	HORVU4Hr1G015580		0.9871	0.589865	0.6481	0.757372	-1.4278	0.358721	-1.7667	0.573214
Photosynthesis	HORVU4Hr1G015590	HORVU4Hr1G015590	Glycerophosphodiester phosphodiesterase GDPD4 [Source:Projected from Arabidopsis thaliana (AT1G71340) UniProtKB/Swiss-Prot;Acc:F4I8H8]	0.5416	0.635127	0.1517	0.846619	-0.2134	0.74137	-0.6032	0.219328
ROS_Scavenging	HORVU4Hr1G015620	HORVU4Hr1G015620		-0.7389	0.775681	-2.0972	0.748751	2.0504	0.57485	0.6921	0.747034
Protein_Kinase_Signalling	HORVU4Hr1G015710	HORVU4Hr1G015710	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2D5T8]	0.6769	0.485608	0.1976	0.869523	0.7626	0.394786	0.2833	0.656775
IAA	HORVU4Hr1G015730	HORVU4Hr1G015730		-0.574	0.80881	0.7019	0.795527	-1.4339	0.527751	-0.158	0.939621
Protein_Kinase_Signalling	HORVU4Hr1G015740	HORVU4Hr1G015740	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CXR0]	0.1932	0.670681	0.2068	0.848263	0.184	0.633614	0.1976	0.747673
Salicylate_SA	HORVU4Hr1G015770	HORVU4Hr1G015770		-0.2401	0.622463	-0.1998	0.781719	0.2288	0.618006	0.2691	0.430503
Protein_Kinase_Signalling	HORVU4Hr1G015880	HORVU4Hr1G015880		0.7827	0.64636	0.322	0.748751	0.4819	0.613053	0.0212	0.928896
Protein_Kinase_Signalling	HORVU4Hr1G015890	HORVU4Hr1G015890		-0.4271	0.831878	2.7022	0.748751	-5.4635	0.529899	-2.3342	0.3996
Protein_Kinase_Signalling	HORVU4Hr1G015930	HORVU4Hr1G015930		0.358	0.773401	0.2602	0.832497	-0.3059	0.758573	-0.4037	0.511067
Protein_Kinase_Signalling	HORVU4Hr1G015940	HORVU4Hr1G015940	Predicted protein [Source:UniProtKB/TrEMBL;Acc:A3FPG3]	0.3664	0.76848	0.4344	0.748751	-0.6381	0.58495	-0.57	0.42807
Lysine	HORVU4Hr1G015980	HORVU4Hr1G015980		0.5661	0.670681	-0.5981	0.748751	0.552	0.619938	-0.6123	0.238431
Serine	HORVU4Hr1G016050	HORVU4Hr1G016050		-0.8576	0.548445	-0.4772	0.748751	-0.5799	0.586854	-0.1995	0.686889
Protein_Kinase_Signalling	HORVU4Hr1G016080	HORVU4Hr1G016080		-0.3066	0.5603	0.0368	0.980219	-0.4099	0.495243	-0.0665	0.938168
IAA	HORVU4Hr1G016160	HORVU4Hr1G016160	Auxin-responsive protein [Source:UniProtKB/TrEMBL;Acc:M0Z119]	0.8542	0.670681	0	NA	0.8542	0.606531	0	NA
Translation	HORVU4Hr1G016200	HORVU4Hr1G016200		-0.2985	0.382652	-0.3408	0.748751	0.2923	0.367417	0.25	0.235208
Chaperone	HORVU4Hr1G016260	HORVU4Hr1G016260		0.1275	0.382652	-0.1511	0.748751	0.1283	0.436351	-0.1503	0.155326
Cytokinin	HORVU4Hr1G016280	HORVU4Hr1G016280		-0.0236	0.982506	0.843	0.748751	-1.5046	0.460271	-0.6381	0.400506
ABA	HORVU4Hr1G016330	HORVU4Hr1G016330		-0.4472	0.711398	0.7548	0.748751	-0.9962	0.366826	0.2058	0.858588
Transcription	HORVU4Hr1G016340	HORVU4Hr1G016340		-0.0861	0.622742	-0.1023	0.748751	0.1554	0.452544	0.1393	0.198066
ABA	HORVU4Hr1G016350	HORVU4Hr1G016350	RNApolymerase 14 kDa subunit [Source:Projected from Arabidopsis thaliana (AT2G29540) UniProtKB/TrEMBL;Acc:A8MRK9]	-0.2305	0.635913	0.1657	0.748751	-0.4414	0.325842	-0.0451	0.879382
Serine	HORVU4Hr1G016380	HORVU4Hr1G016380		-0.1603	0.670681	-0.0317	0.939176	0.3095	0.491867	0.438	0.198058
Serine	HORVU4Hr1G016390	HORVU4Hr1G016390		-0.549	0.811512	-1.1735	0.802016	1.0902	0.606531	0.4658	0.822533
RNA_Processing	HORVU4Hr1G016400	HORVU4Hr1G016400	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2DPF4]	-0.2233	0.505463	0.0337	0.916927	0.1792	0.429678	0.4361	0.179395
Purine	HORVU4Hr1G016410	IDI2	Methylthioribose-1-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A287ND92]	-0.2216	0.59907	-0.0273	0.951703	-0.1189	0.717436	0.0754	0.58482
ROS_Scavenging	HORVU4Hr1G016440	HORVU4Hr1G016440	Predicted protein [Source:UniProtKB/TrEMBL;Acc:F2CWS1]	0.281	0.354842	0.1385	0.748751	-0.1021	0.420944	-0.2446	0.393615
Carotenoid	HORVU4Hr1G016470	HORVU4Hr1G016470	AtACDO1 [Source:Projected from Arabidopsis thaliana (AT4G31390) UniProtKB/TrEMBL;Acc:A0A178V5V0]	-0.052	0.893187	-0.2153	0.748751	0.5201	0.329679	0.3568	0.412593
Carotenoid	HORVU4Hr1G016490	HORVU4Hr1G016490		-0.0411	0.990157	2.8284	0.748751	0.7414	0.828373	3.6109	0.432052
ABA	HORVU4Hr1G016510	HORVU4Hr1G016510	NAD(P)H-quinone oxidoreductase subunit T, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G09350) UniProtKB/Swiss-Prot;Acc:Q9SMS0]	-0.4014	0.577469	-0.219	0.748751	-0.2212	0.427699	-0.0388	0.901571
ABA	HORVU4Hr1G016520	HORVU4Hr1G016520	Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:A0A287NDR6]	-0.2448	0.681223	-0.1473	0.907429	-0.1548	0.863233	-0.0573	0.863183
tRNA_Aminoacylation	HORVU4Hr1G016600	HORVU4Hr1G016600	Dirigent protein [Source:UniProtKB/TrEMBL;Acc:A0A287NDT1]	-0.1451	0.798046	1.3196	0.748751	0.1187	0.916837	1.5835	0.1516
ROS_Scavenging	HORVU4Hr1G016720	HORVU4Hr1G016720		-0.4008	0.463047	0.3774	0.748751	-0.4505	0.396926	0.3277	0.576793
ROS_Scavenging	HORVU4Hr1G016730	HORVU4Hr1G016730	Carboxypeptidase [Source:UniProtKB/TrEMBL;Acc:A0A287NDV7]	-1.0147	0.382652	-1.4526	0.748751	-0.0056	0.989452	-0.4434	0.462692
ABA	HORVU4Hr1G016770	HORVU4Hr1G016770		-1.0961	0.350106	-0.666	0.748751	-0.153	0.799185	0.2771	0.335244
ABA	HORVU4Hr1G016780	HORVU4Hr1G016780		-0.5843	0.658547	-0.2463	0.888045	-0.743	0.635645	-0.405	0.43365
ABA	HORVU4Hr1G016810	HORVU4Hr1G016810	Alcohol dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q94L27]	-0.4045	0.455748	0.2912	0.748751	-0.624	0.416726	0.0717	0.8379
Protein_Kinase_Signalling	HORVU4Hr1G016880	HORVU4Hr1G016880		-1.3053	0.326586	-0.0226	0.985664	-0.4176	0.615904	0.865	0.107396
ROS_Scavenging	HORVU4Hr1G016950	HORVU4Hr1G016950	E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A287NDR4]	0.6513	0.856285	0	NA	2.2693	0.606531	1.618	0.58482
