og_id	c00	c01	c02	c03	c04	c05	c06	c07	c08	c09	c10	c11	c12	c13	c14	c15
37QJS	1.7360	1.5375	1.8752	1.7950	1.0523	2.8016	2.2187	2.0025	1.6907	2.5914	1.7303	0.2491	0.3996	2.9565	0.1809	0.4329
37QJT	0.7026	0.4485	0.3465	0.5796	0.3826	0.9883	0.7605	0.6321	0.3572	0.6043	0.7590	0.1156	0.0077	0.8091	0.3272	0.0666
37QJU	1.2002	0.8858	1.2968	1.0523	0.6692	0.8517	0.8166	1.1446	1.0134	0.8868	1.1947	0.6857	1.5526	1.2786	0.1387	0.9652
37QJV	1.5967	3.5516	2.6242	1.9170	0.8980	1.6445	1.6678	2.6492	3.2623	2.5057	1.9924	0.1531	2.5371	2.4032	1.8428	1.2615
37QJW	0.5373	0.3702	1.3916	0.7046	0.7521	0.7200	0.7126	2.3592	0.4627	0.9697	0.7679	0.3999	0.3501	0.7859	0.5391	0.4013
37QJX	2.9883	2.6133	2.7749	2.9642	1.4742	3.3800	3.4964	3.2189	2.6018	2.9872	3.1392	0.5469	1.8796	3.3396	1.5264	2.0706
37QJY	0.9287	1.5073	2.0324	1.0488	1.5729	1.2658	0.8151	1.0296	1.6811	1.2542	0.7151	1.3867	3.1467	1.0030	0.8029	1.7216
37QJZ	2.6010	1.5859	1.6675	2.1770	1.1228	2.4578	2.4537	2.2972	1.5487	1.8935	2.5379	0.2995	0.5318	2.2290	0.6877	0.6626
37QK0	3.4752	2.8405	2.9033	3.0171	2.1610	3.2525	2.9687	3.2997	2.7304	3.0012	3.4938	1.1851	2.0968	3.3519	1.5771	0.8493
37QK1	6.0879	6.1084	5.4011	5.8181	2.7401	5.0329	6.2295	5.9140	5.8353	5.6718	6.5822	0.7115	4.1579	5.4691	5.0722	2.8502
37QK2	3.2613	2.9837	3.0441	3.0835	1.5399	3.6064	3.6165	3.3159	2.8233	3.0233	3.2738	0.8060	2.0954	3.6183	1.6136	1.6796
37QK3	5.9323	5.4278	6.1926	6.3248	6.3695	6.5975	6.2198	6.5036	5.6206	6.0609	6.0812	3.6406	6.9337	6.2171	3.3380	5.4607
37QK4	1.2431	0.8060	1.1736	0.8900	0.4194	0.8797	0.6918	0.9161	0.8767	0.8854	1.2571	0.4004	0.2717	0.9707	0.2315	0.3193
37QK5	2.7524	2.4792	2.4829	3.0395	1.7427	3.1956	3.0724	3.0212	2.3852	2.7502	2.7917	0.5864	2.5517	3.0312	1.5704	1.1731
37QK6	2.1588	1.3865	1.3881	1.4050	0.5070	1.2529	1.1946	1.5882	1.3379	1.3439	2.0834	0.2966	1.2774	1.5236	0.1677	0.7014
37QK7	4.8577	4.1710	4.4494	4.7500	4.1912	4.6730	4.6027	5.1246	4.2207	4.5599	4.9557	3.7515	3.8380	4.8983	2.6956	2.4967
37QK8	3.6727	3.5171	3.6954	3.7728	3.5055	4.0011	3.7146	3.7809	3.5251	3.7247	3.6663	1.8325	3.7479	3.6766	2.2903	1.2731
37QK9	1.4338	1.1598	1.4709	1.3818	0.6090	1.5317	1.4013	1.4076	1.2234	1.3050	1.3589	0.6175	0.5775	1.4787	0.3980	0.4391
37QKA	1.6159	1.3249	1.2501	1.3777	0.8823	1.7403	2.1767	2.0956	1.2234	1.9174	1.0378	0.1078	0.0927	1.6442	0.9170	0.4839
37QKB	3.2109	2.4839	2.6391	2.7390	2.0049	2.3839	2.7811	3.3387	2.4203	2.5947	3.2744	1.2500	1.3995	2.8209	1.5418	1.1842
37QKC	3.2623	2.5977	2.6656	2.8188	1.8124	3.1294	2.8220	3.2028	2.4935	2.9369	3.3187	0.7826	0.9674	3.2958	1.4250	1.2851
37QKD	3.7513	3.4627	3.6723	3.4628	2.6382	3.6808	3.4869	4.0231	3.4196	3.6387	3.8511	1.6337	2.5683	3.8555	1.9794	1.2110
37QKE	3.3858	2.8849	3.0593	3.3713	1.7765	3.9762	3.7989	3.5879	2.8618	3.3105	3.5359	1.4989	2.0545	3.9234	2.0076	1.7078
37QKF	3.1963	2.8179	2.3101	3.1150	1.6471	3.1946	3.6148	2.9805	2.4797	2.7801	3.2384	0.8784	1.0367	3.3599	2.2742	2.3485
37QKG	2.0500	3.0977	2.3786	1.8573	1.0859	2.1803	2.1547	1.8780	2.7245	2.1593	1.7973	0.4100	1.2122	2.3238	2.1451	0.8981
37QKH	2.1455	1.7592	1.4075	1.7230	0.9680	2.2169	2.0561	1.8190	1.4429	1.6544	2.1547	0.3052	0.0503	2.1288	1.5707	1.1544
37QKI	2.4936	2.1102	2.2555	2.3540	1.2433	2.3225	2.6570	2.4865	2.0485	2.0663	2.6328	0.7458	1.5190	2.4969	1.6988	1.1578
37QKJ	3.4190	2.9745	3.2529	3.2951	2.5158	3.6290	3.5410	3.6679	2.9310	3.3902	3.6652	1.0739	2.2498	3.6208	2.2380	1.5039
37QKK	5.5485	4.9234	5.2990	5.6157	4.9416	5.5455	5.8015	5.7576	4.9564	5.3246	5.5581	3.9275	4.7724	5.6349	3.2567	2.7811
37QKM	2.6749	2.5381	2.7137	2.7292	2.0584	2.8183	2.9278	2.8190	2.4372	2.5034	2.7055	1.3644	1.8844	2.7364	1.4121	2.2930
37QKN	0.9252	0.5004	0.5709	0.4204	0.1936	0.3568	0.2778	0.8181	0.4014	0.4818	0.7596	0.2845	0.0241	0.4583	0.1453	0.3359
37QKP	5.0618	4.6928	5.0222	4.6713	3.8646	4.8466	4.7912	5.2821	4.6201	4.7034	4.7382	3.0872	4.5239	4.8486	4.5547	2.4259
37QKQ	0.2444	0.1166	0.2242	0.1312	0.1080	0.1436	0.0987	0.8300	0.1344	0.2743	0.2088	0.0062	0.0039	0.2046	0.0393	0.1134
37QKR	4.0116	3.5712	3.3189	3.6100	2.3072	3.7553	3.7462	3.9932	3.3780	3.7584	4.1118	1.7893	1.2361	3.9530	2.7732	2.8497
37QKS	2.1935	3.5835	2.9397	2.1909	1.4825	2.4396	2.3966	2.5587	3.1741	2.7563	2.4236	0.6879	1.9084	2.5586	2.2924	0.9551
37QKT	3.8201	2.3986	2.6711	2.3717	1.2066	1.8290	2.3479	3.0361	2.4396	2.3958	3.6130	2.0688	2.1805	2.4464	0.8340	2.8865
37QKU	3.1267	2.4485	2.4320	2.7666	1.4014	3.0372	2.7912	2.8287	2.3287	2.6131	2.9026	0.3991	0.8558	2.9745	1.5499	1.1152
37QKV	2.1581	2.0076	2.3227	2.0885	1.3170	2.6807	2.2499	3.0438	1.9201	2.5313	2.1634	0.3276	0.9040	2.5740	0.8622	0.6966
37QKW	0.4952	0.3442	0.3062	0.3123	0.3121	0.4226	0.2803	0.3732	0.3412	0.5096	0.4707	1.9074	0.1574	1.1414	0.0539	0.3043
37QKX	3.2012	2.3556	1.4498	2.3777	1.3199	2.6280	2.6919	2.6347	1.8247	2.2989	2.9856	0.7271	0.1225	2.7169	1.7530	1.5325
37QKY	2.4341	2.5512	2.3016	2.1953	1.1065	2.1987	2.1890	2.2744	2.4039	2.1276	2.2394	0.5033	1.6288	2.4343	1.7041	0.8924
37QKZ	1.4027	1.4840	1.4440	1.4678	0.8341	1.6277	1.7509	1.6321	1.3415	1.3456	1.4920	0.3606	0.9254	1.6188	1.1855	0.7778
37QM0	1.7153	1.2828	1.6522	1.5944	0.5905	1.5957	1.8601	1.5118	1.4060	1.8611	1.9573	0.6474	0.3858	2.0147	0.1811	0.8339
37QM1	3.7554	3.3752	3.6587	3.6475	3.0470	3.6397	3.8288	3.9471	3.3685	3.6518	3.9926	2.7847	3.4229	3.7553	2.1529	1.7280
37QM2	2.9384	3.1307	3.1875	2.8832	2.5468	3.1478	2.7445	3.2727	3.1111	2.9533	2.9111	1.5294	4.1414	3.2171	2.0118	1.1538
37QM3	3.8611	4.9382	4.5643	3.5540	3.8282	4.2172	3.4723	3.0472	4.8766	4.1473	3.7679	1.5520	6.0654	4.1754	3.7433	2.8657
37QM4	2.1946	2.4482	2.3568	1.9330	0.9759	1.6555	1.5155	2.8657	2.1824	2.2634	2.3946	0.3368	1.5271	2.0303	1.5036	1.1723
37QM5	1.4714	1.9647	2.1617	1.6803	1.4813	2.3489	1.3716	2.7304	1.9758	2.3948	2.0581	1.1483	0.4183	2.2707	1.0641	0.7318
37QM6	1.9825	4.1063	2.8983	1.6719	1.9585	2.0066	1.6046	1.5363	3.7825	2.5788	1.7743	1.1144	3.3482	2.3207	3.6728	0.7946
37QM7	2.4950	2.0106	1.9313	2.2742	1.5750	2.3134	2.4374	2.2376	1.8531	2.1048	2.3896	1.2021	1.3364	2.3601	1.1304	0.7109
37QM8	3.5065	3.0374	3.1078	3.0732	2.0124	3.1869	2.9248	3.4403	2.9450	3.2039	3.6144	1.0545	2.1302	3.4606	1.7477	1.8434
37QM9	2.7558	2.3448	1.8684	2.1452	1.6976	2.3138	2.2337	2.6207	2.0438	2.4434	2.8516	0.9678	0.4532	2.7043	1.8218	1.4041
37QMA	0.5065	0.4028	0.2725	0.3934	0.2587	0.5853	0.5074	0.3751	0.2962	0.3256	0.2443	0.0263	0.0159	0.4746	0.5959	0.2550
37QMB	1.1583	1.4059	1.2463	1.4699	0.7464	1.5746	2.0673	1.7136	1.2358	1.3053	1.2189	1.0268	0.3662	1.7681	0.9331	0.4639
37QMC	3.3711	4.1564	3.3904	2.8874	2.1699	2.8787	2.9089	3.1016	3.7816	3.1455	3.3205	1.0375	1.9684	3.2572	3.0189	1.9156
37QMD	2.0854	1.2015	1.0931	1.8669	1.1667	2.6279	2.2530	2.1217	1.0822	1.8134	1.7524	0.6475	0.0529	2.1669	0.5858	0.4252
37QME	0.3933	0.7981	1.1292	1.1168	0.3393	1.6649	1.2999	0.4389	1.0044	0.9867	0.4019	0.1040	0.6942	1.8142	0.2116	0.1751
37QMF	1.8562	1.4751	1.5743	1.7624	1.4270	2.2967	1.9129	1.9125	1.3959	1.8143	1.8920	0.6761	1.3607	2.0624	0.9048	0.5239
37QMG	0.9056	0.7709	0.7443	0.5137	0.3670	0.6209	0.3434	0.8969	0.7082	0.9222	0.9817	0.9466	0.0429	1.0002	0.1741	0.5378
37QMH	3.4928	2.7774	2.9242	3.2268	1.9900	3.4048	3.2848	3.3879	2.7728	3.3073	3.6438	0.8979	2.8889	3.5609	1.7504	1.4410
37QMI	2.9702	3.1511	3.1655	2.8839	1.9111	3.1540	3.1199	3.4617	2.9614	3.0895	3.0269	0.8277	1.3788	3.3416	2.5260	1.7505
37QMJ	0.0044	0.0075	0.0703	0.0348	1.1598	0.0882	0.0023	0.0874	0.0554	0.1169	0.0079	0.6111	0.1359	0.0028	0.0592	0.0204
37QMK	1.7743	0.9515	1.2955	1.0757	0.5668	1.6875	1.3349	1.7783	1.0052	1.4054	2.1059	0.5182	0.5673	1.9492	0.1409	0.4261
37QMM	1.6487	1.5607	1.9695	1.7768	0.9300	2.1235	2.0013	2.3198	1.6571	1.9129	1.6586	0.9187	1.0925	2.2950	0.9363	0.8113
37QMN	4.7076	7.6427	6.5064	3.6824	3.6089	3.6262	3.8444	4.9867	7.1997	5.3441	4.7344	2.4550	7.5524	4.7571	6.4491	2.8840
37QMP	0.1094	0.1618	0.4360	0.5969	0.3338	1.0845	1.0589	0.7415	0.2153	0.5361	0.1374	0.0109	0.0104	0.7738	0.0785	0.1645
37QMQ	2.3080	2.3905	2.7160	2.7541	1.5291	2.9845	2.7447	3.0135	2.3678	2.7661	2.4647	0.3524	1.3739	2.8281	1.1440	0.9263
37QMR	1.8051	1.1599	1.6672	1.0618	0.8655	1.1198	1.1806	2.5530	1.1248	1.6541	1.2729	0.3806	0.5237	1.2306	0.5115	0.6258
37QMS	5.1826	4.8337	4.9255	5.1632	4.6656	5.3413	5.1882	5.3730	4.7256	5.0224	5.3910	2.8662	4.6915	5.3372	3.4767	4.8216
37QMT	2.1207	1.4208	2.0849	1.7079	0.8280	1.5056	1.6116	1.7931	1.6589	1.6850	2.5660	0.7340	2.4136	1.8038	0.1476	0.7794
37QMU	1.5549	1.1478	1.1628	1.0542	0.3331	0.8968	1.0403	1.4144	1.1249	1.2360	1.5958	0.1630	0.5056	1.2014	0.1936	0.2716
37QMV	1.6190	2.4292	1.7550	2.0262	1.4150	1.9932	2.2968	3.1225	2.1143	2.3821	1.8543	0.3385	0.0479	2.1217	2.9399	1.8053
37QMW	0.1626	0.2029	2.1363	0.2294	0.3732	0.5847	0.2462	2.8398	0.2870	0.4526	0.1741	0.1847	0.3387	0.2652	0.1942	0.2660
37QMX	0.0040	0.0098	0.0626	0.0147	0.5986	0.0419	0.0035	0.1306	0.0391	0.0714	0.0105	0.2351	0.2410	0.0050	0.0105	0.0212
37QMY	5.8573	5.1174	5.9308	5.7065	4.6238	5.5702	5.7703	6.3557	5.3122	5.5414	5.8620	3.1895	4.9922	5.7765	3.3849	2.4992
37QMZ	3.8257	3.2036	2.6644	2.9994	2.2255	3.1426	2.8464	2.8309	2.9149	3.0765	3.6444	1.2288	1.6321	3.3815	2.1692	0.9917
37QN0	0.1563	0.4693	0.7027	0.6278	0.4393	1.0988	0.7674	0.9756	0.5282	0.7791	0.1431	0.0427	0.0009	0.9152	0.2426	0.1402
37QN1	1.0228	1.1470	1.4035	1.2485	0.8258	1.8087	1.5382	1.2264	1.1695	1.2760	1.0344	0.7011	0.6915	1.4878	0.7241	0.5893
37QN2	2.5014	2.1647	2.1256	2.3432	2.0936	2.7119	2.5028	2.4866	2.0639	2.3516	2.5090	1.1032	1.7517	2.6369	1.2781	1.4408
37QN3	1.0262	0.5069	1.1597	0.9511	0.6150	2.0394	1.4469	1.4630	0.6333	1.1325	0.9353	0.2418	0.7637	1.5260	0.1581	0.2717
37QN4	0.6609	0.9579	0.7236	0.8955	0.6438	0.9357	1.3317	0.9021	0.8297	0.9249	1.0297	0.5439	0.2202	1.2918	0.9395	0.6905
37QN5	2.0212	1.6962	2.0541	2.0322	1.5791	2.3099	1.8471	2.3561	1.7427	2.0048	2.2075	0.8005	1.8931	2.2213	0.8248	0.7533
37QN6	0.5787	0.3154	0.1374	0.2819	0.4743	1.0686	0.3033	0.1852	0.2964	0.6214	0.5307	0.1407	0.0551	0.8025	0.0527	0.1531
37QN7	2.6936	2.5071	2.6001	2.4925	1.4276	2.9959	2.6565	2.8750	2.4404	2.7513	2.7457	0.5837	1.9418	3.0033	1.3309	1.2412
37QN8	0.8223	0.3701	0.2032	0.4818	0.5475	0.5382	0.4779	0.3794	0.2965	0.5222	0.7940	0.0420	0.1111	0.6392	0.0276	0.0797
37QN9	1.3894	0.9364	2.0524	1.1473	1.0643	1.3684	1.4000	2.5318	1.0468	1.5906	1.4944	0.4523	1.6088	1.4560	0.2749	0.6901
37QNA	0.6586	1.0575	1.8079	1.7170	1.4485	3.0197	2.2001	2.0642	1.2751	1.8782	0.7314	1.2471	2.5113	2.4590	1.0353	0.6494
37QNB	3.2284	2.7792	2.8529	2.6057	2.1826	2.7815	2.2143	3.0229	2.8611	2.8227	3.1921	1.3510	2.4653	3.1041	1.4653	1.2488
37QNC	1.8092	0.9141	0.4963	0.9157	0.4983	1.0624	0.9900	1.0925	0.7144	1.2553	1.8208	0.2134	0.0857	1.2190	0.4626	2.1345
37QND	0.3768	0.4217	1.0192	0.8452	0.5489	1.6926	1.0925	1.2425	0.5532	0.9028	0.4142	0.3922	0.6123	1.3425	0.3750	0.4482
37QNE	2.5827	1.2203	1.4225	1.1542	0.4535	1.1289	1.0232	1.2829	1.2580	1.0109	2.0321	0.5318	1.4603	1.2097	0.1725	0.8207
37QNF	2.1529	2.0195	2.1526	2.3867	1.8155	2.8084	2.6787	2.4328	1.9542	2.2637	2.1470	1.2034	1.3032	2.5749	1.2037	1.2121
37QNG	2.8912	2.8603	3.5788	3.4981	2.9900	3.6326	3.6047	3.5996	3.0864	3.4061	3.3012	1.7249	3.2735	3.3908	1.6624	1.0909
37QNH	1.5057	0.9293	1.2832	1.4342	1.0077	2.1788	1.7756	1.5709	0.9554	1.3557	1.2803	0.7658	1.3272	1.7011	0.4153	0.3489
37QNI	2.0952	3.2274	2.3822	1.9113	1.6217	2.2591	1.9071	1.8248	2.9338	2.3740	2.1170	0.8299	2.5962	2.3392	2.5310	1.1447
37QNJ	3.4211	2.5135	2.6972	3.0447	1.9033	3.3423	3.1545	3.1798	2.4025	2.7406	3.2018	0.7950	1.5702	3.0147	1.4258	1.5969
37QNK	3.0103	4.4344	3.3668	2.6581	2.7839	2.7713	2.2935	2.0193	4.1716	3.3230	2.9065	1.3536	4.6592	3.0891	4.0023	1.4126
37QNM	3.5199	2.6387	2.3527	2.9880	1.7628	3.4706	3.1456	3.0064	2.4448	2.7846	3.2501	1.2508	2.7670	3.3762	1.5069	1.0861
37QNN	2.1445	3.6949	2.8565	1.7460	2.4903	2.1560	1.6096	1.7157	3.3594	2.4378	1.9512	1.3050	3.8056	2.3495	2.2373	2.1202
37QNP	3.3484	2.1820	2.7346	1.9080	0.7314	1.7296	1.7330	2.6453	2.1526	2.0806	2.8269	0.9153	1.6960	2.3253	0.4380	1.0533
37QNQ	2.4199	1.9560	1.8952	2.3299	1.0453	2.1229	2.3413	2.2458	1.8004	1.9772	2.2889	0.7581	0.9443	2.4758	1.6002	0.9317
37QNR	2.7640	2.6318	2.5319	2.4611	1.2158	2.6764	2.7192	2.9608	2.4216	2.3601	2.7433	0.6444	1.9549	2.8987	1.9723	1.4223
37QNS	3.9168	3.5985	3.4825	3.8412	2.6689	4.0105	4.0334	3.8544	3.4644	3.6421	3.9298	2.0695	2.7960	4.0692	2.5538	1.6795
37QNT	3.1061	2.8060	1.9744	2.0901	0.8077	1.8049	1.9341	1.9575	2.3510	1.9332	2.2476	0.2507	2.0397	2.2586	1.9965	3.3080
37QNU	2.5253	1.9491	2.3710	2.8325	1.5359	3.0583	3.3165	2.6618	2.1722	2.7037	2.6242	1.9061	2.4504	3.4104	1.0323	2.6223
37QNV	3.1252	2.6784	2.7065	2.7061	1.5977	2.7978	2.6274	3.0303	2.6501	2.7883	3.2798	0.8679	1.7436	2.9673	1.8436	1.1450
37QNW	2.1429	1.7000	1.7380	1.9469	1.1678	2.2227	1.9977	1.9775	1.6603	1.7178	2.2667	1.1860	1.7586	2.0583	0.6626	0.7148
37QNX	3.4745	4.3108	3.3472	3.1515	2.4704	3.1916	3.3672	3.1970	3.7316	3.3773	3.3803	1.8226	1.8719	3.5013	3.7807	1.5386
37QNY	0.4977	0.7421	1.4711	0.5885	0.4863	0.6820	0.5177	0.6824	1.0353	0.6870	0.7925	3.1241	0.9892	2.5870	0.2715	0.3877
37QNZ	3.0537	3.6647	2.7849	3.1953	2.8505	2.9662	3.5072	2.4823	3.2446	2.9636	2.9890	1.8781	2.0965	3.0019	3.2239	1.8909
37QP0	0.7588	0.5217	1.0929	0.3000	0.3238	0.3510	0.2015	1.0479	0.5213	0.4698	0.7721	0.3643	0.1747	0.5243	0.1489	0.2261
37QP1	2.0610	1.7754	1.8696	1.8038	0.9995	1.9877	1.7973	2.0475	1.6876	1.7834	1.9834	0.6375	1.5691	2.1008	0.9563	0.8048
37QP2	3.5779	3.3067	3.1824	3.2384	2.3395	3.0347	3.0551	3.3836	3.2507	3.2473	3.6794	2.0655	2.2821	3.4244	2.5015	1.6361
37QP3	3.2815	2.8740	2.8592	3.1142	1.8201	3.4443	3.3310	3.2577	2.7665	3.1391	3.4210	0.8596	1.7225	3.5835	1.7741	1.4201
37QP4	1.4279	2.8801	2.0486	1.1851	1.4117	1.4928	1.1674	1.1795	2.4712	1.8805	1.2539	0.6347	0.5219	1.6919	2.4730	0.5123
37QP5	0.2784	0.2243	0.2536	0.3906	0.0788	0.2788	0.3679	0.3534	0.2424	0.2878	0.2593	0.0383	0.0527	0.2700	0.0171	0.1175
37QP6	1.5768	1.8966	1.5109	1.3771	0.8824	1.6674	1.4983	1.2010	1.7763	1.6510	1.5862	0.1210	2.1288	1.6266	1.4222	0.3499
37QP7	4.7554	3.8435	3.7034	4.0791	1.8995	4.0483	3.8672	4.2874	3.7412	3.8454	4.4609	1.5397	2.1085	4.3371	2.0937	3.4701
37QP8	0.8017	0.4648	0.2462	0.5546	0.2146	0.6267	0.6287	0.5087	0.3784	0.5556	0.7260	0.0213	0.0021	0.6285	0.1930	0.1221
37QP9	3.2751	3.0122	2.8890	2.9060	1.6534	3.2128	3.0748	3.3444	2.7962	2.8226	3.2886	0.8776	1.1720	3.3577	1.9894	2.1214
37QPA	1.4908	1.3140	0.4957	0.7016	0.2326	1.0696	0.6734	0.9209	1.0408	1.2409	1.1209	0.0409	0.0297	1.6299	0.1847	0.2731
37QPB	2.7845	2.2423	2.1498	2.4715	1.1214	2.6318	2.4720	2.5576	2.1649	2.2370	2.8539	0.9122	1.6528	2.7611	1.3965	1.0235
37QPC	2.5421	2.7546	2.3217	2.3199	1.4245	2.6439	2.4965	2.8882	2.6840	2.7359	2.4460	0.5426	1.8899	2.7690	1.8880	0.8962
37QPD	2.6696	2.8261	2.8925	2.6365	1.6214	3.0111	2.6948	3.6283	2.6348	2.9364	2.6585	0.8897	2.1660	2.9461	2.0770	3.0501
37QPE	1.1322	2.1259	2.0009	1.3747	0.8396	2.1240	1.5979	2.5770	1.7835	1.9696	1.4198	0.2474	1.2519	1.7574	1.1178	0.9502
37QPF	1.0359	2.3100	1.9050	1.1254	1.1384	1.7104	0.9820	1.1260	2.2162	1.8400	1.0612	0.5883	1.5396	1.6259	1.2319	0.6406
37QPG	3.1083	2.8474	2.5086	2.1501	1.5056	2.6854	2.3158	3.1358	2.4156	2.5930	2.9341	0.6044	1.8720	2.5175	0.7909	0.2352
37QPH	1.2488	1.9576	2.0448	2.5111	0.7461	2.9500	2.5195	0.5502	2.1838	1.9792	1.2231	0.1867	2.7102	2.6088	0.8328	0.4564
37QPI	1.3419	0.9165	1.5277	1.5415	1.1388	1.8327	1.3900	2.0164	1.0674	1.3296	1.3593	0.7754	1.3629	1.4896	0.4293	0.3872
37QPJ	2.7542	2.3295	2.3396	2.4581	1.3595	2.4078	2.3523	2.6177	2.2133	2.4650	2.8342	0.7757	0.9612	2.6303	1.2923	1.4741
37QPK	2.7320	2.7714	2.6272	2.6651	1.7700	2.9163	2.7000	2.8077	2.5914	2.8422	2.6482	0.8508	1.8398	2.9714	1.8270	2.9416
37QPM	2.4250	1.6419	1.5928	1.8491	0.8638	1.6581	1.8470	2.0659	1.5855	1.7080	2.2191	0.5483	1.1045	1.9973	0.7709	0.5616
37QPN	2.7218	2.2873	2.3472	2.6172	1.3352	2.9643	2.8354	2.8552	2.2171	2.5856	2.5049	0.7672	1.8945	3.0406	1.3767	1.6610
37QPP	2.2365	1.4947	1.8644	2.0811	0.8831	2.3931	2.4207	2.2660	1.4963	1.7169	2.0989	0.2781	1.5880	2.2308	0.6608	0.5599
37QPQ	0.1397	0.0645	0.0589	0.3044	0.0700	0.1038	0.3625	0.0939	0.0656	0.1561	0.1086	0.3252	0.0002	0.3103	0.0130	0.0100
37QPR	2.0749	1.1643	1.3040	0.8742	0.5307	0.7270	0.6461	2.1934	0.9832	1.0791	1.5734	0.3478	0.8235	1.0616	0.3505	1.2235
37QPS	2.2000	1.7334	2.0576	1.4629	0.7248	1.5189	1.4694	2.4064	1.7476	1.5824	1.6220	0.2905	1.0376	2.0374	1.1898	0.7943
37QPT	1.6468	2.0809	1.7983	1.7458	1.2134	2.1651	1.8473	1.5742	1.9114	1.8113	1.5173	0.5348	2.7509	1.8914	1.2476	0.6163
37QPU	4.2209	2.7963	3.8089	3.2625	1.6382	3.7774	3.5637	3.3155	3.1784	3.4212	3.9126	0.5955	3.7305	4.8942	0.7730	1.6928
37QPV	0.7739	0.4451	0.7210	0.6459	0.5853	0.9674	0.8919	1.9258	0.3660	0.6186	0.5142	0.0602	0.0008	0.5069	0.1491	0.4058
37QPW	1.8328	2.2164	2.1415	2.1506	2.2986	2.2993	3.0808	2.8659	2.1152	2.4537	2.2605	3.1622	0.3476	3.7362	2.3153	1.1459
37QPX	0.9001	1.1169	1.5719	1.4822	1.1011	2.3587	1.7257	1.6675	1.1925	1.4888	0.9964	0.9151	1.0915	1.9799	1.1714	0.4291
37QPY	2.1289	1.3654	1.6279	2.0077	1.0816	2.1492	2.2509	2.0473	1.3148	1.6235	2.0900	0.9904	1.3257	2.1093	0.5030	0.8913
37QPZ	2.8136	2.3562	2.3367	2.4082	1.8595	2.6801	2.3333	2.6085	2.2124	2.5038	2.6589	1.0215	1.8466	2.6954	1.4221	1.1765
37QQ0	1.0230	1.4102	3.2074	1.4071	1.4188	1.7298	1.7062	3.9874	1.6256	2.0585	1.0532	0.6571	0.2484	1.6272	1.6563	0.6019
37QQ1	1.1756	3.4947	1.0318	0.7053	0.6176	1.2249	0.7565	0.3228	2.6418	1.6634	0.7893	0.0907	0.3817	1.5010	2.6918	1.0833
37QQ2	2.0538	2.3362	2.2159	1.1344	0.6603	1.2599	1.1172	1.0220	2.5331	1.6875	1.9273	0.3584	4.1836	1.4630	0.3080	0.5628
37QQ3	0.2911	0.4206	0.4064	0.2879	0.1577	0.4914	0.2517	0.3944	0.4951	0.5486	0.2741	0.0567	0.0832	0.7191	0.0770	0.2040
37QQ4	3.6225	3.3112	3.6225	3.5842	2.1996	3.8392	3.6455	4.0179	3.2730	3.6848	3.9309	1.4075	2.4759	3.8932	2.0228	1.9864
37QQ5	0.1204	0.2406	0.1481	0.1171	0.0913	0.1373	0.0827	0.3423	0.2187	0.3010	0.0890	0.0078	0.0551	0.1530	0.1067	0.0125
37QQ6	0.8416	0.4400	0.2840	0.3034	0.2216	0.3068	0.1576	0.7447	0.3474	0.4549	0.4638	0.0804	0.0125	0.4225	0.1470	0.1525
37QQ7	2.1373	1.8531	1.8725	2.1581	1.0763	2.4302	2.3920	2.0970	1.7418	1.9675	2.5067	0.4948	1.8441	2.5132	1.1951	0.6679
37QQ8	3.4200	2.4573	2.6513	2.7939	1.9362	2.8897	2.7828	3.1244	2.4833	2.6537	3.3820	1.1879	2.0689	3.0840	1.4134	1.0949
37QQ9	0.8055	0.5231	0.4618	0.5109	0.1918	0.5293	0.4918	0.4352	0.5016	0.4782	0.7345	0.0833	0.3709	0.5488	0.1610	0.1258
37QQA	2.8949	2.0587	2.5062	2.3357	1.2089	2.5355	2.3970	3.0721	2.1077	2.7004	2.9639	1.1718	1.2371	2.9967	1.0142	0.8846
37QQB	1.7718	1.1403	1.5603	1.3706	0.5903	1.3551	1.1495	1.2920	1.2829	1.4474	1.2752	0.5634	1.4993	1.5836	0.2926	0.5663
37QQC	0.9147	0.3876	0.4385	0.4993	0.2585	0.2992	0.3938	0.7499	0.4549	0.5700	1.0294	0.1158	0.0157	0.5545	0.1542	0.0448
37QQD	4.4760	3.5169	4.1496	4.2027	3.4395	4.0823	4.1227	4.3482	3.8251	3.9217	4.5780	2.6345	3.4828	4.2275	2.1728	1.7937
37QQE	2.4771	1.9701	2.3430	2.2524	1.4838	2.7067	2.3884	2.6194	1.9603	2.3742	2.5654	0.9128	2.2847	2.7065	0.9884	0.6631
37QQF	1.6062	1.5663	1.2437	1.6372	0.9511	2.0565	2.1342	1.9619	1.4052	1.8024	1.5496	0.3006	0.0920	2.0572	1.8394	0.8876
37QQG	1.9747	2.0040	1.9327	2.2878	1.3751	2.4227	2.4104	2.2439	1.8661	2.0819	2.2266	0.6409	1.3350	2.3949	1.4580	2.0041
37QQH	2.3531	2.1708	2.5828	2.1783	1.3376	2.4547	2.2989	2.7094	2.1588	2.5673	2.3047	0.2070	2.3532	2.7637	1.7094	1.0184
37QQI	3.5482	4.8622	4.4917	3.2548	3.8376	3.8301	2.9558	2.6830	4.7953	4.0217	3.3815	1.7051	5.4837	3.7901	3.5823	1.6630
