og_id	c00	c01	c02	c03	c04	c05	c06	c07	c08	c09	c10	c11	c12	c13	c14	c15
37QQJ	3.5089	3.1256	3.3869	3.5547	2.9146	3.7024	3.5146	3.7531	3.1403	3.4157	3.6631	1.9058	3.0273	3.6736	1.6698	1.6383
37QQK	3.6468	2.9917	3.5032	3.3264	3.1384	3.5417	3.1903	3.9329	3.0800	3.3398	3.6309	2.7541	2.1777	3.7755	1.6389	1.6127
37QQM	1.5953	1.9798	2.8403	2.2218	1.2493	2.9519	2.6743	2.9040	2.2432	2.4634	1.7531	1.0031	1.6694	3.2445	0.6656	0.8397
37QQN	4.2484	3.8520	3.8875	4.0557	3.8808	4.2534	4.2784	4.4138	3.7617	4.1762	4.3041	3.3721	2.1537	4.2782	3.7213	1.8873
37QQP	2.6794	2.8010	3.5271	2.2469	1.8424	2.7666	2.4158	2.9480	3.1114	2.7928	2.0626	1.1628	3.8281	3.4814	1.4799	1.2794
37QQQ	3.3924	2.8029	2.7895	2.2303	1.2537	1.9588	2.0803	2.9928	2.7018	2.5349	2.7256	0.6544	1.8965	2.6853	1.1179	1.3873
37QQR	3.9734	3.5716	3.9090	3.8550	3.4885	4.2308	4.0492	4.0795	3.5527	3.8432	4.0217	2.0964	3.4948	4.0239	2.8944	1.8530
37QQS	2.1977	2.0461	2.1081	2.1286	1.3649	2.3082	2.3713	2.1862	2.0080	2.0393	2.1842	0.6911	1.7865	2.3468	1.2874	0.7392
37QQT	1.3719	3.0198	2.0577	1.6224	1.6766	1.5649	1.5409	0.9514	2.7706	2.0699	1.3310	1.0286	3.0717	1.7096	4.6695	3.4309
37QQU	4.0249	3.5714	3.6989	3.9459	2.6891	4.0244	3.6342	4.1156	3.5088	3.7734	3.9856	1.5088	3.1846	3.9433	2.4890	1.9233
37QQV	4.1996	3.6922	3.9585	3.9949	3.3311	4.2598	3.9861	4.1351	3.7838	3.8739	4.1275	2.1642	3.1802	4.3469	2.4829	1.8598
37QQW	2.0616	1.7052	1.6265	1.7938	1.3500	2.1472	1.9696	1.7841	1.5859	1.8501	2.2216	0.4481	0.2023	1.9484	0.5354	0.6227
37QQX	0.5712	0.4835	0.5467	0.5980	0.2761	0.7216	0.6668	0.5410	0.4904	0.5253	0.5659	0.1089	0.3141	0.6708	0.2460	0.2189
37QQY	0.0017	0.0028	0.0320	0.0067	0.7837	0.0457	0.0029	0.0256	0.0232	0.0370	0.0032	0.9229	0.2713	0.0030	0.0575	0.0026
37QQZ	1.6911	1.4826	1.2057	0.8232	0.4837	0.9915	0.7618	1.5388	1.2725	1.2875	1.3518	0.4906	0.0967	1.1330	0.3423	0.6461
37QR0	4.0857	3.7382	3.1509	2.5587	1.7071	2.8724	2.5219	3.4367	3.5043	3.2029	3.5072	0.7610	3.5378	3.7743	2.8359	1.6906
37QR1	2.9046	3.0494	3.0364	2.9667	2.9918	3.4413	3.0754	3.1225	3.0293	3.0682	2.8101	1.3407	3.2776	3.1021	1.9585	1.2842
37QR2	3.3429	3.0838	3.3466	2.9912	2.4335	3.4693	2.9577	3.5688	3.0574	3.1836	3.2488	1.7347	2.7359	3.4766	2.3762	1.2524
37QR3	0.6823	0.4786	0.6122	0.9205	0.5727	0.4533	1.3582	1.7031	0.4367	0.6872	0.6282	0.6022	0.2519	0.6738	0.3033	0.2430
37QR4	2.0574	1.7144	1.8779	1.9741	1.3382	2.2260	2.0342	2.1837	1.7011	1.9579	2.2568	0.6664	1.6715	2.1300	0.8259	0.5071
37QR5	1.9083	1.8666	2.1215	2.0249	1.0939	2.7383	2.3895	2.4452	1.8584	2.1029	2.2742	0.2182	1.3755	2.6652	0.7598	0.9520
37QR6	2.5279	2.0639	2.0977	2.5043	1.2853	2.9501	2.7058	2.6101	1.9142	2.1630	2.3834	0.3612	1.9885	2.6165	1.2424	1.4103
37QR7	0.3022	0.3830	1.0692	0.5392	0.3179	1.0884	0.6465	1.5849	0.4873	0.8529	0.3785	0.5481	0.2623	0.9793	0.2487	0.3405
37QR8	1.7878	1.2202	1.4303	1.0692	0.6514	1.0921	1.0196	1.6575	1.2086	1.0801	1.4600	2.4438	1.2748	1.7863	0.2240	0.3715
37QR9	3.1294	2.1843	1.2740	2.2633	1.0766	2.4775	2.7333	2.3985	1.6585	2.1389	2.7386	0.1955	0.0378	2.5144	1.7978	1.2393
37QRA	0.9169	2.7480	2.0210	0.8026	1.2577	1.1734	0.5975	0.5104	2.6437	1.7721	0.8037	0.6086	1.9929	1.4161	1.5685	0.7830
37QRB	1.1051	0.9854	1.8228	1.8681	0.9877	3.1283	2.2232	2.6494	1.1758	2.1707	1.3756	0.6059	1.1721	2.5817	0.2801	0.6394
37QRC	2.4737	2.2868	2.2591	2.5892	2.0288	2.9318	2.8459	2.5882	2.0980	2.3991	2.3270	0.9841	1.0573	2.5915	1.7995	1.3078
37QRD	0.9938	0.5981	0.8986	0.9658	0.4886	2.1297	0.9325	1.6471	0.6504	1.4109	0.9672	0.0352	0.1654	1.7900	0.1312	0.1718
37QRE	2.4954	1.9764	2.2419	2.4487	1.7292	2.8051	2.7175	2.6381	1.9223	2.2877	2.4588	0.8483	1.3148	2.4601	1.0667	1.3126
37QRF	1.9586	1.4773	1.6735	2.2392	0.9311	2.4351	2.4994	2.5749	1.3691	2.3072	2.0211	0.0924	0.5035	2.4330	0.6320	1.1825
37QRG	3.5610	3.2140	3.3065	2.5286	1.4706	2.6919	2.5583	2.4654	3.2157	2.6962	2.7483	1.7999	2.3959	3.5893	2.2424	0.6911
37QRH	3.4272	2.8476	2.9610	2.7403	1.6932	2.7772	2.6794	3.3091	2.7708	2.7974	3.4709	0.9637	2.1159	3.0383	2.0532	1.0947
37QRI	1.9061	2.3540	2.1678	2.1968	1.3912	2.4706	2.2664	2.2480	2.1805	2.1717	1.9427	0.6020	2.3493	2.2493	2.3970	0.6826
37QRJ	3.2779	2.7855	3.6825	3.3071	3.7069	3.6050	3.2436	3.6409	3.0912	3.3036	3.1019	1.8493	4.0279	3.2282	1.3948	1.2918
37QRK	2.3557	1.8265	1.9209	1.6332	0.8199	2.3996	1.6563	2.2694	1.6705	2.0936	2.2256	0.1515	0.9388	2.2899	0.5377	1.7512
37QRM	2.8900	2.9260	2.9941	2.8856	2.3748	2.9839	2.9804	3.4665	2.7502	2.9127	3.1061	1.2823	1.5149	3.2627	2.2378	2.1124
37QRN	2.2148	1.7705	1.7880	1.6374	0.6462	1.5084	1.4098	1.5710	1.8002	1.5023	2.3805	0.2511	3.1191	1.7115	0.1284	0.7265
37QRP	4.6900	3.5054	3.8916	3.9100	2.0074	3.4723	4.3723	4.4208	3.4547	3.6052	4.5887	0.5521	2.8972	4.1369	1.8380	1.7109
37QRQ	0.9898	0.4917	0.3504	0.6113	0.2245	0.6891	0.6304	0.6872	0.4570	0.6367	1.3271	0.0863	0.0206	0.8903	0.0775	0.0213
37QRR	3.6456	3.4934	3.9931	3.5477	2.3112	3.8141	3.6496	3.9649	3.5996	3.7127	3.6148	2.2495	3.5837	3.8823	2.2278	3.0511
37QRS	0.8003	0.3946	0.2323	0.6966	0.2094	0.8498	0.7678	0.5780	0.3203	0.7519	0.6280	0.0120	0.0061	0.9591	0.0829	0.4883
37QRT	3.8111	4.2915	3.8116	3.3142	1.5778	3.6039	3.0459	2.8420	4.0933	3.5261	3.7690	0.6730	4.3479	3.6128	2.9356	1.4657
37QRU	4.2492	3.5041	3.3063	3.8820	2.0407	3.9212	3.9238	4.0346	3.3121	3.6120	4.0096	1.2575	2.0467	3.9602	1.8118	1.2641
37QRV	1.4276	1.1459	1.7138	0.8533	0.5746	1.0069	0.6993	1.1854	1.4047	0.9443	1.3753	0.4686	1.0693	1.0338	0.0757	0.5246
37QRW	3.6028	3.9873	3.8019	3.4893	2.6113	3.4908	3.3098	3.9587	3.8760	3.6849	3.7163	1.4086	2.5338	3.7993	2.6003	2.8925
37QRX	4.1398	3.5802	3.4363	3.5025	2.1296	3.2076	3.3729	4.0628	3.4288	3.5247	4.0235	1.4481	2.5811	3.6945	2.4428	2.1181
37QRY	0.2619	0.3260	0.3921	0.3249	0.1984	0.3200	0.2312	0.1806	0.4100	0.3348	0.1663	0.1719	0.2215	0.3927	0.0404	0.0475
37QRZ	1.6157	2.3702	2.1882	1.2112	1.7306	1.7359	1.0132	1.3501	2.1520	1.7019	1.2459	1.0516	1.9806	2.0971	2.1940	0.8337
37QS0	1.3905	0.9888	1.0079	1.3487	0.9696	1.9010	1.6465	1.3685	0.9396	1.3307	1.2957	0.6377	1.1417	1.7142	0.7562	0.6751
37QS1	0.4135	0.6300	0.3249	0.3080	0.1207	0.3946	0.3121	0.3996	0.4853	0.7252	0.5062	0.0072	0.0408	0.5866	0.1016	0.5083
37QS2	3.7575	3.5107	3.3589	2.5599	1.6200	3.1682	2.6331	3.7170	3.4503	3.4150	3.4587	1.4246	2.7216	3.8989	2.0535	3.0738
37QS3	2.8873	2.4701	2.7129	2.9915	1.5131	3.4147	3.2683	3.0343	2.4902	3.1614	2.9407	0.4057	2.3315	3.2611	1.1677	1.1262
37QS4	0.6950	0.4566	0.4392	0.4181	0.1887	0.4783	0.3521	0.4326	0.3972	0.4335	0.4653	0.0778	0.1260	0.5279	0.3638	0.2427
37QS5	1.1765	1.7913	1.3642	1.2834	1.2908	1.7012	1.5328	1.2006	1.6092	1.5239	1.3522	0.5446	0.8730	1.5124	1.3300	0.3343
37QS6	3.5886	3.1486	3.6694	3.8220	3.1229	4.1367	3.7973	4.0920	3.2207	3.6440	3.7314	1.6221	3.1166	3.7801	1.8834	1.3576
37QS7	1.7111	3.2691	2.3049	1.5089	2.0977	1.5450	1.1393	0.9223	3.0681	2.2347	1.6349	1.3820	3.8046	1.7826	3.7890	3.1586
37QS8	6.6124	6.2559	6.3284	6.8883	6.3433	6.9726	6.8673	6.8582	6.1548	6.6726	6.6812	4.3990	5.4633	6.8709	4.8404	6.2999
37QS9	0.8758	0.8234	2.0134	0.7199	0.7225	1.0740	0.7546	1.7641	0.9486	1.0838	0.9882	0.3287	1.7499	1.1451	0.3197	0.3321
37QSA	2.7808	2.1373	2.3069	2.3479	1.6165	2.6456	2.4907	2.7086	2.0848	2.3915	2.7435	0.6085	0.6627	2.8283	1.0466	0.9370
37QSB	1.2754	0.2612	0.4677	0.7767	0.5123	0.5420	1.0115	0.4056	0.3546	0.5551	0.7045	0.9107	0.1705	0.8792	0.0466	0.1215
37QSC	3.1992	2.9338	3.0136	3.1668	1.5570	3.1222	3.3654	3.3704	2.8623	2.9212	3.0728	0.9957	2.1630	3.4158	1.7582	2.7424
37QSD	1.5020	1.0540	1.2920	2.8443	1.1598	2.0955	3.7633	1.7347	1.1884	1.9191	2.1501	0.4517	0.0846	3.1395	1.5748	1.3942
37QSE	1.7446	1.8238	2.0617	2.0408	1.0247	2.3794	2.2511	2.1730	1.8099	1.8831	1.8774	0.5110	0.8237	2.3267	1.2544	0.6110
37QSF	2.3926	1.6141	1.8026	2.0298	1.3134	2.0994	2.4382	2.5707	1.6046	2.3956	2.7690	0.2770	1.0624	2.1338	0.8767	1.1172
37QSG	3.9991	3.5518	3.9253	3.8351	2.6856	4.2793	3.9239	4.3174	3.5700	4.0301	4.0859	2.1505	3.4417	4.3558	2.7016	1.6824
37QSH	3.4460	1.5986	1.3559	1.8559	1.1238	1.6231	1.4720	2.1297	1.4706	1.9041	3.4251	0.9710	1.2389	2.2642	0.7210	1.7411
37QSI	3.5734	3.3581	4.5389	3.7376	2.1516	4.2250	3.6386	5.4037	3.8090	4.3888	3.1046	0.8989	3.5136	4.3111	2.4495	1.6353
37QSJ	4.4315	4.1838	3.5284	3.3793	2.0367	3.1331	3.0603	4.1798	4.0649	3.7874	3.9653	1.1054	3.4476	3.9706	3.5317	1.9146
37QSK	0.5417	0.3685	2.0435	0.5015	0.7274	0.7819	0.2880	2.4172	0.4532	0.7262	0.3694	0.3443	0.3118	0.5527	0.0926	0.1239
37QSM	0.6600	0.2762	0.4053	0.5933	0.3022	0.8640	1.1007	0.8293	0.2829	0.6054	0.5498	0.0620	0.0171	0.9040	0.1480	0.3520
37QSN	3.0753	3.8512	3.4830	3.2025	2.8804	3.1446	3.0161	3.2686	3.7004	3.2374	3.1138	1.6845	3.2619	3.1960	3.1353	0.9371
37QSP	0.1671	0.1169	0.0921	0.1287	0.0529	0.1544	0.0484	0.0750	0.1358	0.2108	0.1006	0.0043	0.0035	0.1370	0.0125	0.0163
37QSQ	0.0585	0.0778	0.2077	0.0754	1.8160	0.1270	0.0454	0.2996	0.1237	0.2210	0.0463	0.7706	0.0401	0.0717	0.1950	0.0183
37QSR	1.9555	1.7341	1.9246	2.0151	0.9927	2.0657	1.9720	2.1364	1.6956	1.7443	1.9713	0.6215	0.9793	1.9672	0.9093	0.6568
37QSS	0.1782	0.1531	0.3503	0.3313	0.2112	0.2865	0.2807	0.3702	0.1860	0.2721	0.2498	1.2618	0.2208	0.7698	0.0264	0.1376
37QST	1.7708	2.5720	1.3864	1.1181	0.7037	1.2410	0.9408	1.9742	2.3493	1.8009	1.5019	0.3035	0.8857	1.4484	1.7638	1.0358
37QSU	1.3823	1.3942	1.9507	1.7322	0.9005	1.8297	1.9369	1.7394	1.5571	1.4355	1.3764	0.5124	1.6481	1.7215	0.7792	0.9120
37QSV	2.8702	2.7933	2.7327	2.7617	1.9356	2.8222	2.6760	2.7930	2.6419	2.6919	2.7796	1.1037	2.2025	3.1301	2.2856	1.2872
37QSW	3.9991	4.0021	4.4057	3.3197	2.2165	3.3809	3.0265	4.6565	4.2555	4.0221	3.8552	1.8098	2.6885	3.8685	2.3465	2.4577
37QSX	1.7738	1.5006	1.5410	1.7726	0.7807	1.8178	1.8183	1.7567	1.4632	1.5719	1.8174	0.4204	1.0749	1.8529	1.1524	1.0110
37QSY	2.3934	2.1176	2.2351	2.3290	1.6847	2.5866	2.4120	2.4688	2.0317	2.2808	2.4711	1.0050	2.0804	2.4316	1.2716	1.3773
37QSZ	2.2725	2.1785	2.2887	2.2752	2.1444	2.5759	2.3883	2.3891	2.1439	2.1994	2.1803	1.1358	1.4049	2.4272	1.4739	0.9088
37QT0	2.8773	2.7083	2.6509	2.3781	1.5513	2.7862	2.4421	3.0763	2.6556	2.5560	2.7582	2.0591	1.4131	2.9561	1.8907	1.0993
37QT1	2.9112	2.4103	2.7244	2.7047	2.6696	2.8562	2.6535	2.9961	2.4609	2.7550	2.9790	1.6515	2.1107	2.9726	1.4220	1.3626
37QT2	3.4044	3.2169	3.4941	3.6503	3.1799	3.9142	3.8615	3.6857	3.1494	3.4596	3.3734	1.8794	2.7313	3.6854	1.9920	2.2925
37QT3	0.0695	0.0886	0.0628	0.1219	0.0499	0.0823	0.1415	0.1005	0.0945	0.1598	0.0645	0.0236	0.0011	0.0658	0.0046	0.0698
37QT4	0.4863	0.3745	2.0074	0.4895	0.3914	0.8335	0.5213	2.9897	0.4827	1.0255	0.2608	0.2016	0.0814	0.7306	0.1257	0.1353
37QT5	0.5788	0.4322	0.7579	0.5234	0.4803	0.8328	0.7003	1.3095	0.5031	0.6530	0.5374	0.4997	0.2046	0.8321	0.1857	0.4506
37QT6	1.0911	0.8098	0.7270	1.0504	0.3858	1.0928	1.1415	0.9395	0.7536	0.7346	0.8199	0.2745	1.4913	1.1207	0.4103	0.2379
37QT7	0.1008	0.0604	0.0616	0.1974	0.0934	0.1880	0.3802	0.0576	0.0791	0.1033	0.1099	0.8642	0.0174	0.4063	0.0154	0.0617
37QT8	1.4114	1.3132	2.1637	1.4114	0.6001	1.3059	1.4352	1.9336	1.6714	1.4931	2.0263	0.3909	1.6160	1.3977	0.0943	0.5369
37QT9	2.7012	3.3039	3.0831	2.5520	2.5793	2.9330	2.5501	2.5547	3.1719	2.8661	2.7396	1.5621	2.6090	2.8522	2.0028	1.0795
37QTA	1.4962	2.1417	2.1166	1.5704	0.9911	1.9359	1.6433	2.6561	1.8337	2.2495	1.5553	0.3363	0.4444	2.1737	2.5466	0.4811
37QTB	2.3123	1.4317	0.7221	1.2599	0.3323	1.0916	0.9353	1.5846	1.0496	1.3038	1.7758	0.0953	0.3669	1.5770	0.1776	0.5738
37QTC	1.0587	1.2449	1.1659	1.2461	0.9090	1.4394	1.3388	1.4380	1.1419	1.2059	1.0377	0.4902	0.9902	1.4207	1.2333	0.7749
37QTD	1.2996	3.3314	2.4127	1.4988	1.6039	1.6646	1.5509	0.9081	2.9743	2.0187	1.2745	0.7710	3.1463	1.6077	4.5705	2.7230
37QTE	3.2116	2.7467	2.9183	3.1847	2.6117	3.4668	3.0714	3.3580	2.6754	3.0033	2.9522	1.4501	3.0586	3.2642	1.5188	1.5356
37QTF	2.2340	2.2465	3.0112	2.2915	1.4963	2.1589	2.4729	3.8992	2.2774	2.4966	2.2600	1.0794	1.3696	2.4685	1.4213	0.9269
37QTH	3.1617	2.9886	2.9209	2.9596	2.6848	3.1414	3.2323	3.3290	2.8139	3.0358	3.4479	1.0950	3.0202	3.2287	2.0700	1.7534
37QTI	1.0430	0.7094	1.0347	1.1358	0.8217	1.2580	1.3320	1.6399	0.9252	1.5051	1.1552	0.1636	0.0822	1.5035	0.7691	0.8200
37QTJ	0.2214	0.2016	0.2682	0.3189	0.0932	0.2265	0.3447	0.5254	0.2153	0.3584	0.1918	0.0430	0.0067	0.3437	0.1041	0.0291
37QTK	3.8358	3.3370	2.9952	3.2051	1.8385	3.0353	2.7745	3.6739	3.0814	3.2691	3.5853	1.1729	2.0411	3.1479	2.2252	3.2720
37QTM	0.7033	0.8427	0.3465	0.4392	0.6524	0.4608	0.3492	0.4558	0.7499	0.6420	0.5853	0.3071	0.3136	1.1237	0.2089	0.5245
37QTN	2.9025	2.5228	2.6881	2.8137	1.8782	3.1536	3.0481	3.2669	2.4071	2.9247	2.8108	0.6210	1.7074	2.9424	1.7334	1.8268
37QTP	1.9238	1.6847	1.0930	1.1177	0.6549	1.1964	0.9105	2.4458	1.4473	1.5705	1.7073	0.1439	0.0391	1.6074	1.1323	0.4453
37QTQ	1.9237	2.3387	2.0949	1.6704	0.8806	1.9754	1.8408	1.5582	2.2125	1.8333	1.8807	0.2111	1.5021	1.9835	1.5330	0.7653
37QTR	4.1442	0.8578	1.8058	1.5089	0.6434	1.8735	1.1668	2.4952	1.2124	2.2614	3.7512	0.0454	1.2959	1.1246	0.1445	2.2785
37QTS	2.6390	2.0758	1.7489	2.3239	1.1926	2.3538	2.2932	2.4121	1.8658	2.1338	2.6842	0.4818	0.5266	2.4923	1.4260	1.3926
37QTT	2.7279	2.0200	1.8488	2.3097	1.4434	1.8505	2.5960	2.8161	1.8418	2.0807	2.5146	0.6775	1.0103	2.0617	1.0211	1.0716
37QTU	1.9320	1.3955	1.7567	1.5424	0.5454	1.3174	1.4771	1.7770	1.4661	1.4396	1.9588	0.7510	0.7991	1.4729	0.1305	0.7219
37QTV	1.0088	1.1215	0.9275	0.6711	0.2691	0.7483	0.6336	0.6187	1.0757	0.7549	1.1100	0.1578	0.9890	0.8432	0.1028	0.2001
37QTW	0.5581	0.2348	0.1322	0.3331	0.1852	0.2660	0.2096	0.3182	0.1861	0.3610	0.2074	0.0873	0.0024	0.3256	0.0118	0.0271
37QTX	5.4625	4.6030	4.6985	4.9196	3.0028	4.9083	5.0110	5.3211	4.4836	4.8678	5.5369	1.8107	3.9819	5.1286	2.7663	3.1566
37QTY	2.2990	2.4231	2.2561	2.0763	1.4746	2.4518	2.0109	2.0296	2.4267	2.2193	2.2469	0.8869	2.1409	2.4810	2.0945	0.8724
37QTZ	2.1870	1.8922	1.6760	1.5645	0.8885	1.6849	1.7510	1.7233	1.8020	1.8117	2.0096	0.3283	1.9586	2.0872	1.2725	1.6435
37QU0	2.1804	1.9882	1.9909	1.9340	1.3764	2.2120	2.0235	2.1079	1.8318	2.0433	2.0754	0.5933	0.5576	2.2723	1.5088	1.3007
37QU1	2.8062	2.4954	2.4112	2.3190	1.4163	2.3368	2.3007	2.7247	2.3701	2.3887	2.8141	0.9862	1.1477	2.6727	1.9762	1.0796
37QU2	1.8061	2.0564	3.3815	2.0832	1.5183	1.9171	2.1515	3.9702	2.2756	2.5658	2.2051	1.1568	2.2491	2.5868	1.4716	1.2583
37QU3	1.0204	0.6735	0.5827	0.7165	0.2974	0.8948	0.7990	0.7413	0.6064	0.6877	0.7801	0.3104	0.1999	0.9115	0.3452	0.4462
37QU4	3.4076	2.8271	3.1761	3.1273	2.1460	3.3873	3.1623	3.4655	2.8189	3.2117	3.5568	0.9852	2.9434	3.4023	1.5334	1.6304
37QU5	0.6264	0.2020	0.0886	0.1102	0.0509	0.1532	0.0650	0.1659	0.1374	0.2233	0.9883	0.0009	0.0000	0.3495	0.0350	0.0346
37QU6	2.7736	2.4445	2.1626	2.0712	1.2710	2.1958	1.9731	2.8146	2.2298	2.1767	2.4890	0.8717	1.0449	2.3687	1.5943	1.3770
37QU7	0.6817	0.4673	0.6204	1.7965	0.5232	0.5816	2.0639	0.4044	0.5025	0.6392	0.5843	0.4212	0.1257	0.7086	0.1669	0.2639
37QU8	4.1503	3.6896	3.9269	4.0914	3.4560	4.3421	3.9681	4.2317	3.7051	3.9358	4.1767	1.9317	1.9302	4.2953	2.4540	1.5629
37QU9	2.4306	2.1264	2.8935	2.4822	1.0377	2.8966	2.7806	2.5172	2.4138	2.5968	2.5098	0.3196	3.1197	3.4273	0.4395	1.1162
37QUA	2.7718	1.9784	2.0932	2.6522	1.5022	2.5740	2.8639	2.4690	1.8931	2.3613	2.4373	1.0118	0.1283	2.6537	1.3911	1.2525
37QUB	0.5858	0.7767	1.7013	0.6586	0.6649	0.8583	0.5870	2.4302	0.8250	1.1245	0.5123	0.4817	0.1109	1.0833	0.9309	0.2588
37QUC	4.3981	4.1045	4.6871	3.4376	2.3069	4.1016	3.4421	4.9882	4.1916	4.2485	4.3024	1.8199	2.8739	4.5915	2.2094	2.2560
37QUD	2.8933	2.4198	2.8898	3.1735	2.4714	3.5780	3.2044	3.2271	2.4598	2.8988	2.8938	1.2376	2.8740	3.0951	1.5514	1.1070
37QUE	0.7896	0.4821	1.1485	3.1405	0.9161	0.6102	3.8149	0.9371	0.6121	0.8817	0.9376	0.3334	0.1014	0.6961	0.5780	0.5708
37QUF	2.0717	1.6097	1.6185	1.7497	0.8713	1.8335	1.6921	1.9185	1.4361	1.5495	1.9944	0.6263	0.4364	1.9747	0.8719	1.0593
37QUG	1.8946	1.5643	1.6481	1.2343	0.6035	1.0073	1.0594	2.4250	1.4756	1.2772	1.7358	0.2885	0.6143	1.3093	0.3272	0.7202
37QUH	2.5983	2.3980	2.5630	2.4616	1.8161	2.6742	2.3089	2.8034	2.3822	2.4789	2.6985	1.4399	2.3426	2.8092	2.0044	1.0323
37QUI	0.1687	0.0469	0.0421	0.0405	0.2508	0.0634	0.0431	0.0540	0.0285	0.0864	0.0579	0.2570	0.0042	0.0512	0.0414	0.0340
37QUJ	1.4213	0.9181	0.7623	1.0673	0.4014	1.1188	1.0132	1.1049	0.8141	1.1055	1.5045	0.2637	0.0933	1.2303	0.2494	0.3896
37QUK	4.9362	3.9254	4.2800	4.4228	3.9607	4.7420	4.4572	4.7580	3.9493	4.4698	4.9338	2.1902	4.3223	4.7289	2.6194	1.8832
37QUM	0.9132	0.7534	0.7478	0.9554	0.4154	1.0225	1.0511	0.9665	0.6864	0.7919	1.0486	0.1509	0.4968	0.9825	0.2913	0.2306
37QUN	0.1466	0.3334	0.8103	0.6569	0.5029	1.1103	0.9145	1.1172	0.4981	0.8953	0.3127	0.0292	0.0217	0.7580	0.0944	0.2384
37QUP	4.7859	4.0547	3.9972	4.3587	3.9086	4.3691	4.4966	4.5507	3.9395	4.3079	4.7654	3.2571	2.6994	4.5362	3.4694	2.2300
37QUQ	1.2013	0.5840	0.9226	1.0744	0.7453	1.7583	1.4368	1.0875	0.6631	0.9162	0.9404	0.3373	0.7508	1.3525	0.4395	0.2631
37QUR	0.4483	0.2986	0.6161	0.8272	0.4420	1.9772	1.1132	1.0921	0.3834	0.9862	0.4745	0.0485	0.1664	1.3642	0.0852	0.1552
37QUS	0.2544	0.1321	0.6718	0.2548	0.1578	0.2007	0.2465	0.5905	0.1757	0.3821	0.3648	0.0627	0.0136	0.1567	0.0873	0.1536
37QUT	0.6829	0.5977	1.6651	1.2135	0.3012	1.6453	1.1153	1.3047	0.8549	0.8643	0.5978	0.9149	2.5749	1.3827	0.0485	0.2907
37QUU	3.5565	3.2200	2.8321	3.0838	1.7719	2.8750	3.4845	3.6701	2.9196	2.9958	3.5883	1.5565	1.4568	3.3520	2.5058	1.7297
37QUV	2.6350	1.2083	0.6796	0.9893	0.5806	1.0448	0.5850	1.2604	1.0017	1.4590	2.3709	0.6853	0.0945	1.5302	0.3612	0.6005
37QUW	0.3347	0.1500	0.4280	0.2137	0.2194	0.1481	0.2576	0.5710	0.1739	0.3475	0.3982	0.1540	0.0142	0.1785	0.0452	0.0325
37QUX	4.1030	3.5095	3.8823	4.0522	3.8706	4.5413	4.1593	4.2109	3.5610	4.0461	4.2535	1.7952	3.3618	4.1976	2.2294	1.7946
37QUY	3.0228	2.4098	2.9536	2.9029	1.4930	3.0516	2.8771	2.9598	2.5122	2.7668	3.0789	0.9233	2.1846	3.1596	1.0496	1.0262
37QUZ	4.1225	3.7873	3.9160	4.1436	3.7276	4.5927	4.2065	4.1843	3.6997	4.0282	4.1194	3.0500	2.9968	4.4107	3.0311	2.4790
37QV0	4.0098	3.6403	3.6949	3.5309	3.1732	3.7818	3.3698	4.0335	3.5665	3.7576	4.0316	2.8037	3.2841	4.1037	2.2135	3.3575
37QV1	0.1519	0.1127	0.0993	0.1094	0.0430	0.0946	0.0449	0.1134	0.1244	0.1845	0.1738	0.0234	0.0178	0.1369	0.0158	0.0598
37QV2	2.4678	1.9072	2.3635	2.1001	1.1970	2.4781	2.3548	2.5057	1.9298	2.2167	2.3850	0.7970	2.1976	2.5970	0.9943	2.2809
37QV3	5.3466	5.1281	5.3757	5.2751	4.9080	5.5110	5.2232	5.5403	5.0493	5.2694	5.4189	4.7848	4.8542	5.4305	4.1513	3.5149
37QV4	0.4642	0.5844	1.8877	0.6238	0.3971	0.4850	0.3166	1.9715	0.6424	0.6748	0.3198	0.2086	0.0581	0.6427	0.1239	0.1155
37QV5	2.8682	2.5233	2.5575	2.8193	2.5749	2.9140	2.9651	2.3123	2.4903	2.7667	3.0816	1.5838	2.5296	3.0526	1.3979	0.9305
37QV6	2.0450	2.9343	2.5585	2.0991	1.3511	2.2947	2.3036	1.7425	2.7352	2.2500	1.7185	0.3583	2.3281	2.2626	2.5319	0.7927
37QV7	2.8501	2.5622	3.1308	3.3773	2.8076	3.6701	3.6588	3.3285	2.6303	2.9293	2.9645	1.4242	3.2849	3.1621	1.4748	2.2222
37QV8	0.6222	0.5715	0.6323	0.8100	0.3342	0.9023	0.9699	0.7799	0.5775	0.6914	0.6273	0.0885	0.1778	0.7981	0.2683	0.2563
37QV9	2.5568	2.1241	2.3721	2.1731	1.6903	2.5701	2.3896	2.5223	2.0781	2.2450	2.5376	0.5614	0.4814	2.4223	0.9703	1.8820
37QVA	3.0401	2.9366	2.0980	2.4563	1.5291	2.7322	2.8068	3.2959	2.5718	2.8327	2.9256	0.5902	0.7967	3.1156	2.0599	1.0965
37QVB	2.9906	1.7199	1.6440	1.5881	0.5650	1.4137	1.4381	2.2154	1.6950	1.8243	2.8150	0.2331	2.1318	1.9536	0.2170	0.5449
37QVC	0.6364	0.4343	0.6476	0.5338	0.1741	0.5106	0.5764	0.4885	0.5277	0.5000	0.5454	0.0627	0.1549	0.5380	0.0484	0.0393
